Unnamed: 0,序号,作物编号,作物名称,地块类型,种植季次,亩产量/斤,种植成本/(元/亩),销售单价/(元/斤),确切销售单价/(元/斤),亩利润/(元/亩)
21,22,7,玉米,梯田,单季,918.2257856807392,670.0478203125002,2.50-3.50,3.0,2350.0
22,23,8,谷子,梯田,单季,377.9326926976039,482.434430625,6.00-7.50,6.75,2205.0
23,24,9,高粱,梯田,单季,545.2955085896982,536.03825625,5.50-6.50,6.0,3200.0
24,25,10,黍子,梯田,单季,536.3378724963424,482.434430625,6.50-8.50,7.5,3390.0
25,26,11,荞麦,梯田,单季,93.01698296868109,469.03347421875014,30.00-50.00,40.0,3850.0
26,27,12,南瓜,梯田,单季,2715.7785679158096,1340.0956406250002,1.00-2.00,1.5,3275.0
27,28,13,红薯,梯田,单季,1930.4444126551487,2680.191281250001,2.50-4.00,3.25,4825.0
28,29,14,莜麦,梯田,单季,356.76210393758737,536.03825625,5.00-6.00,5.5,1800.0
29,30,15,大麦,梯田,单季,420.91325814369196,469.03347421875014,3.00-4.00,3.5,1400.0
30,31,1,黄豆,山坡地,单季,345.89097350730265,536.03825625,2.50-4.00,3.25,770.0
31,32,2,黑豆,山坡地,单季,407.30098747880965,536.03825625,6.50-8.50,7.5,2975.0
32,33,3,红豆,山坡地,单季,318.9951514000905,469.03347421875014,7.50-9.00,8.25,2620.0
33,34,4,绿豆,山坡地,单季,307.52835547204256,469.03347421875014,6.00-8.00,7.0,1855.0
34,35,5,爬豆,山坡地,单季,356.3764134760328,469.03347421875014,6.00-7.50,6.75,2181.25
35,36,6,小麦,山坡地,单季,725.8613467109128,603.0430382812501,3.00-4.00,3.5,2070.0
36,37,7,玉米,山坡地,单季,855.2050519830707,670.0478203125002,2.50-3.50,3.0,2200.0
37,38,8,谷子,山坡地,单季,406.34587747997716,482.434430625,6.00-7.50,6.75,2070.0
38,39,9,高粱,山坡地,单季,510.7398225835042,536.03825625,5.50-6.50,6.0,3020.0
39,40,10,黍子,山坡地,单季,463.5819712861385,482.434430625,6.50-8.50,7.5,3202.5
40,41,11,荞麦,山坡地,单季,106.16943370026226,469.03347421875014,30.00-50.00,40.0,3650.0
41,42,12,南瓜,山坡地,单季,2660.6723225418805,1340.0956406250002,1.00-2.00,1.5,3050.0
42,43,13,红薯,山坡地,单季,1973.2401332263746,2680.191281250001,2.50-4.00,3.25,4500.0
43,44,14,莜麦,山坡地,单季,352.6884768398461,536.03825625,5.00-6.00,5.5,1690.0
44,45,15,大麦,山坡地,单季,453.9194901583464,469.03347421875014,3.00-4.00,3.5,1312.5
45,46,16,水稻,水浇地,单季,495.59548034222615,911.2650356250003,6.00-8.00,7.0,2820.0
46,47,17,豇豆,水浇地,第一季,2786.7217993509557,2680.191281250001,7.00-9.00,10.720765125,22000.0
47,48,18,刀豆,水浇地,第一季,2075.472101946078,1340.0956406250002,5.50-8.00,9.045645574218753,12500.0
48,49,19,芸豆,水浇地,第一季,3032.9510560858253,2680.191281250001,5.00-8.00,8.710621664062504,17500.0
49,50,20,土豆,水浇地,第一季,1964.3196075028898,2680.191281250001,3.00-4.50,5.025358652343752,5500.0
50,51,21,西红柿,水浇地,第一季,2443.891332481225,2680.191281250001,5.00-7.50,8.375597753906252,13000.0
51,52,22,茄子,水浇地,第一季,6708.829066014292,2680.191281250001,5.00-6.00,7.3705260234375025,33200.0
52,53,23,菠菜 ,水浇地,第一季,2677.6964515947448,3082.219973437501,4.80-6.70,7.70554993359375,13225.0
53,54,24,青椒,水浇地,第一季,2422.989324667993,2144.153025,4.00-6.50,7.035502113281252,11000.0
54,55,25,菜花,水浇地,第一季,3374.3749778835527,3216.2295375000012,5.00-6.00,7.3705260234375025,15750.0
55,56,26,包菜,水浇地,第一季,3527.724194838061,3886.277357812501,5.50-7.50,8.710621664062504,21150.0
56,57,27,油麦菜,水浇地,第一季,3914.2262904771287,2144.153025,4.00-6.00,6.7004782031250025,18900.0
57,58,28,小青菜,水浇地,第一季,3427.7906033124877,2144.153025,5.00-6.50,7.70554993359375,16800.0
58,59,29,黄瓜,水浇地,第一季,11941.50153621005,3886.277357812501,6.00-8.00,9.380669484375,81100.0
59,60,30,生菜 ,水浇地,第一季,4005.312527941303,2144.153025,4.50-6.00,7.035502113281252,19925.0
60,61,31,辣椒,水浇地,第一季,1568.0008556708615,1340.0956406250002,6.00-8.50,9.715693394531252,10600.0
61,62,32,空心菜,水浇地,第一季,9547.404752733697,5494.392126562501,3.00-6.00,6.030430382812503,40900.0
62,63,33,黄心菜,水浇地,第一季,5634.09991139541,2680.191281250001,4.00-5.00,6.030430382812503,20500.0
63,64,34,芹菜,水浇地,第一季,5242.356521210634,1206.0860765625002,3.20-4.80,5.360382562500002,21100.0
64,65,17,豇豆,普通大棚 ,第一季,3030.175293012687,3216.2295375000012,7.00-9.00,10.720765125,26400.0
65,66,18,刀豆,普通大棚 ,第一季,2140.3781562760128,1608.1147687500006,5.50-8.00,9.045645574218753,15000.0
66,67,19,芸豆,普通大棚 ,第一季,3886.920022153327,3216.2295375000012,5.00-8.00,8.710621664062504,21000.0
67,68,20,土豆,普通大棚 ,第一季,2438.989455363891,3216.2295375000012,3.00-4.50,5.025358652343752,6600.0
68,69,21,西红柿,普通大棚 ,第一季,3506.5610491742464,3216.2295375000012,5.00-7.50,8.375597753906252,16350.0
69,70,22,茄子,普通大棚 ,第一季,6759.9891515825675,3216.2295375000012,5.00-6.00,7.3705260234375025,41600.0
70,71,23,菠菜 ,普通大棚 ,第一季,3521.583607086629,3618.258229687501,4.80-6.70,7.70554993359375,16275.0
71,72,24,青椒,普通大棚 ,第一季,2505.534113128543,2680.191281250001,4.00-6.50,7.035502113281252,13750.0
72,73,25,菜花,普通大棚 ,第一季,4382.3398853967465,4020.286921875,5.00-6.00,7.3705260234375025,19000.0
73,74,26,包菜,普通大棚 ,第一季,4299.243143917778,4690.334742187501,5.50-7.50,8.710621664062504,25750.0
74,75,27,油麦菜,普通大棚 ,第一季,4876.800159432198,2680.191281250001,4.00-6.00,6.7004782031250025,23000.0
75,76,28,小青菜,普通大棚 ,第一季,3990.4299476213178,2680.191281250001,5.00-6.50,7.70554993359375,21000.0
76,77,29,黄瓜,普通大棚 ,第一季,16423.42493312185,4690.334742187501,6.00-8.00,9.380669484375,101500.0
77,78,30,生菜 ,普通大棚 ,第一季,5297.1359235563505,2680.191281250001,4.50-6.00,7.035502113281252,24250.0
78,79,31,辣椒,普通大棚 ,第一季,1637.9460595583005,1608.1147687500006,6.00-8.50,9.715693394531252,13300.0
79,80,32,空心菜,普通大棚 ,第一季,12406.014226420659,6700.478203125002,3.00-6.00,6.030430382812503,49000.0
80,81,33,黄心菜,普通大棚 ,第一季,6178.417119090673,3350.239101562501,4.00-5.00,6.030430382812503,24500.0
81,82,34,芹菜,普通大棚 ,第一季,6041.771660015123,1474.1052046875,3.20-4.80,5.360382562500002,25300.0
82,83,35,大白菜,水浇地,第二季,5510.517020878413,2680.191281250001,2.00-3.00,3.3502391015625013,10500.0
83,84,36,白萝卜,水浇地,第二季,4458.158884826295,670.0478203125002,2.00-3.00,3.3502391015625013,9500.0
84,85,37,红萝卜,水浇地,第二季,3531.6486715075316,670.0478203125002,2.50-4.00,4.355310832031251,9250.0
85,86,38,榆黄菇,普通大棚 ,第二季,5113.575413211507,4020.286921875,50.00-65.00,48.08482619051344,284500.0
86,87,39,香菇,普通大棚 ,第二季,3754.949640643327,2680.191281250001,18.00-20.00,15.999951038618144,74000.0
87,88,40,白灵菇,普通大棚 ,第二季,9884.756593878972,13400.95640625,14.00-18.00,13.580437575029006,150000.0
88,89,41,羊肚菌,普通大棚 ,第二季,1105.6716990713462,13400.95640625,80.00-120.00,73.50918906249997,90000.0
89,90,17,豇豆,智慧大棚,第二季,3351.426554104252,3537.852491250001,8.40-10.80,12.864918150000005,28080.000000000004
90,91,18,刀豆,智慧大棚,第二季,2388.0126324959947,1768.926245625,6.60-9.60,10.854774689062506,16500.0
91,92,19,芸豆,智慧大棚,第二季,3094.37418498316,3537.852491250001,6.00-9.60,10.452745996875,22320.0
92,93,20,土豆,智慧大棚,第二季,2137.838443083197,3537.852491250001,3.60-5.40,6.030430382812503,7260.0
93,94,21,西红柿,智慧大棚,第二季,2819.3511752378718,3537.852491250001,6.00-9.00,10.0507173046875,17610.0
94,95,22,茄子,智慧大棚,第二季,7183.720835029603,3537.852491250001,6.00-7.20,8.844631228125003,44880.0
95,96,23,菠菜 ,智慧大棚,第二季,2754.929573913198,4020.286921875,5.80-8.00,9.246659920312503,17700.0
96,97,24,青椒,智慧大棚,第二季,2602.6981810909315,2948.2104093750013,5.80-7.80,9.112650356250002,16160.0
97,98,25,菜花,智慧大棚,第二季,3775.785663634804,4422.3156140625015,6.00-7.20,8.844631228125003,20460.0
98,99,26,包菜,智慧大棚,第二季,4054.078076884327,5159.36821640625,6.60-9.00,10.452745996875,28130.0
99,100,27,油麦菜,智慧大棚,第二季,4922.929224251913,2948.2104093750013,4.80-7.20,8.040573843750002,24800.0
100,101,28,小青菜,智慧大棚,第二季,3857.7666646325706,2948.2104093750013,6.00-7.80,9.246659920312503,22640.0
101,102,29,黄瓜,智慧大棚,第二季,14106.69460827218,5159.36821640625,7.20-9.60,11.25680338125,109550.0
102,103,30,生菜 ,智慧大棚,第二季,4820.5348767321775,2948.2104093750013,5.40-7.20,8.442602535937501,26150.000000000004
103,104,31,辣椒,智慧大棚,第二季,1605.0745941577454,1742.1243328125,7.20-10.20,11.6588320734375,14359.999999999998
104,105,32,空心菜,智慧大棚,第二季,11064.883453196391,7370.526023437503,3.60-7.20,7.236516459375002,53900.00000000001
105,106,33,黄心菜,智慧大棚,第二季,5129.5893726348995,3685.2630117187514,4.80-6.00,7.236516459375002,26410.000000000004
106,107,34,芹菜,智慧大棚,第二季,6131.85482014936,1608.1147687500006,3.80-5.80,6.432459075000002,27600.0
107,65,17,豇豆,智慧大棚,第一季,4145.758247328244,3216.2295375000012,7.00-9.00,10.720765125,26400.0
108,66,18,刀豆,智慧大棚,第一季,2657.737667610485,1608.1147687500006,5.50-8.00,9.045645574218753,15000.0
109,67,19,芸豆,智慧大棚,第一季,3169.783052408452,3216.2295375000012,5.00-8.00,8.710621664062504,21000.0
110,68,20,土豆,智慧大棚,第一季,2301.175385773503,3216.2295375000012,3.00-4.50,5.025358652343752,6600.0
111,69,21,西红柿,智慧大棚,第一季,2732.5912946371423,3216.2295375000012,5.00-7.50,8.375597753906252,16350.0
112,70,22,茄子,智慧大棚,第一季,8204.539593001851,3216.2295375000012,5.00-6.00,7.3705260234375025,41600.0
113,71,23,菠菜 ,智慧大棚,第一季,3175.297593110389,3618.258229687501,4.80-6.70,7.70554993359375,16275.0
114,72,24,青椒,智慧大棚,第一季,2694.5160401178227,2680.191281250001,4.00-6.50,7.035502113281252,13750.0
115,73,25,菜花,智慧大棚,第一季,3900.497623606565,4020.286921875,5.00-6.00,7.3705260234375025,19000.0
116,74,26,包菜,智慧大棚,第一季,4486.639803364513,4690.334742187501,5.50-7.50,8.710621664062504,25750.0
117,75,27,油麦菜,智慧大棚,第一季,5154.927992991611,2680.191281250001,4.00-6.00,6.7004782031250025,23000.0
118,76,28,小青菜,智慧大棚,第一季,3901.22993064508,2680.191281250001,5.00-6.50,7.70554993359375,21000.0
119,77,29,黄瓜,智慧大棚,第一季,15231.311452964375,4690.334742187501,6.00-8.00,9.380669484375,101500.0
120,78,30,生菜 ,智慧大棚,第一季,4738.565253801939,2680.191281250001,4.50-6.00,7.035502113281252,24250.0
121,79,31,辣椒,智慧大棚,第一季,2039.948952073921,1608.1147687500006,6.00-8.50,9.715693394531252,13300.0
122,80,32,空心菜,智慧大棚,第一季,12444.166325108401,6700.478203125002,3.00-6.00,6.030430382812503,49000.0
123,81,33,黄心菜,智慧大棚,第一季,4969.48843939875,3350.239101562501,4.00-5.00,6.030430382812503,24500.0
124,82,34,芹菜,智慧大棚,第一季,6745.94527697057,1474.1052046875,3.20-4.80,5.360382562500002,25300.0
