地块名,黄豆,黑豆,红豆,绿豆,爬豆,小麦,玉米,谷子,高粱,黍子,荞麦,南瓜,红薯,莜麦,大麦,水稻,豇豆,刀豆,芸豆,土豆,西红柿,茄子,菠菜 ,青椒,菜花,包菜,油麦菜,小青菜,黄瓜,生菜 ,辣椒,空心菜,黄心菜,芹菜,大白菜,白萝卜,红萝卜,榆黄菇,香菇,白灵菇,羊肚菌,季度,地块类型,地块面积/亩,没有种植豆类年数
B13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,梯田,35.0,0
B14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,梯田,20.0,0
C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,山坡地,15.0,0
C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,山坡地,13.0,0
C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,山坡地,15.0,0
C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,山坡地,18.0,0
C5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,山坡地,27.0,0
C6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,山坡地,20.0,0
D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,水浇地,15.0,0
D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,水浇地,10.0,0
D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,水浇地,14.0,0
D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,水浇地,6.0,0
D5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,水浇地,10.0,0
D6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,水浇地,12.0,0
D7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,水浇地,22.0,0
D8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,水浇地,20.0,0
E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,普通大棚 ,0.6,0
E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,普通大棚 ,0.6,0
E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,普通大棚 ,0.6,0
E4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,普通大棚 ,0.6,0
E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,普通大棚 ,0.6,0
E6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,普通大棚 ,0.6,0
E7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,普通大棚 ,0.6,0
E8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,普通大棚 ,0.6,0
E9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,普通大棚 ,0.6,0
E10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,普通大棚 ,0.6,0
E11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,普通大棚 ,0.6,0
E12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,普通大棚 ,0.6,0
E13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,普通大棚 ,0.6,0
E14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,普通大棚 ,0.6,0
E15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,普通大棚 ,0.6,0
E16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,普通大棚 ,0.6,0
F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,智慧大棚,0.6,0
F2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,智慧大棚,0.6,0
F3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,智慧大棚,0.6,0
F4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第一季,智慧大棚,0.6,0
D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,水浇地,15.0,0
D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,水浇地,10.0,0
D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,水浇地,14.0,0
D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,水浇地,6.0,0
D5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,水浇地,10.0,0
D6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,水浇地,12.0,0
D7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,水浇地,22.0,0
D8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,水浇地,20.0,0
E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,普通大棚 ,0.6,0
E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,普通大棚 ,0.6,0
E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,普通大棚 ,0.6,0
E4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,普通大棚 ,0.6,0
E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,普通大棚 ,0.6,0
E6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,普通大棚 ,0.6,0
E7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,普通大棚 ,0.6,0
E8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,普通大棚 ,0.6,0
E9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,普通大棚 ,0.6,0
E10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,普通大棚 ,0.6,0
E11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,普通大棚 ,0.6,0
E12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,普通大棚 ,0.6,0
E13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,普通大棚 ,0.6,0
E14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,普通大棚 ,0.6,0
E15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,普通大棚 ,0.6,0
E16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,普通大棚 ,0.6,0
F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,智慧大棚,0.6,0
F2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,智慧大棚,0.6,0
F3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,智慧大棚,0.6,0
F4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,第二季,智慧大棚,0.6,0
