地块名,黄豆,黑豆,红豆,绿豆,爬豆,小麦,玉米,谷子,高粱,黍子,荞麦,南瓜,红薯,莜麦,大麦,水稻,豇豆,刀豆,芸豆,土豆,西红柿,茄子,菠菜 ,青椒,菜花,包菜,油麦菜,小青菜,黄瓜,生菜 ,辣椒,空心菜,黄心菜,芹菜,大白菜,白萝卜,红萝卜,榆黄菇,香菇,白灵菇,羊肚菌,季度,地块类型,地块面积/亩,没有种植豆类年数
B5,390.9777092941545,494.39297915434014,387.3514014523448,374.45088608151,345.1805999855684,692.5351286121428,918.2257856807392,377.9326926976039,545.2955085896982,536.3378724963424,93.01698296868109,2715.7785679158096,1930.4444126551487,356.76210393758737,420.913258143692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,梯田,25.0,0
B6,390.9777092941545,494.39297915434014,387.3514014523448,374.45088608151,345.1805999855684,692.5351286121428,918.2257856807392,377.9326926976039,545.2955085896982,536.3378724963424,93.01698296868109,2715.7785679158096,1930.4444126551487,356.76210393758737,420.913258143692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,梯田,86.0,0
B7,390.9777092941545,494.39297915434014,387.3514014523448,374.45088608151,345.1805999855684,692.5351286121428,918.2257856807392,377.9326926976039,545.2955085896982,536.3378724963424,93.01698296868109,2715.7785679158096,1930.4444126551487,356.76210393758737,420.913258143692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,梯田,55.0,0
B8,390.9777092941545,494.39297915434014,387.3514014523448,374.45088608151,345.1805999855684,692.5351286121428,918.2257856807392,377.9326926976039,545.2955085896982,536.3378724963424,93.01698296868109,2715.7785679158096,1930.4444126551487,356.76210393758737,420.913258143692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,梯田,44.0,0
B9,390.9777092941545,494.39297915434014,387.3514014523448,374.45088608151,345.1805999855684,692.5351286121428,918.2257856807392,377.9326926976039,545.2955085896982,536.3378724963424,93.01698296868109,2715.7785679158096,1930.4444126551487,356.76210393758737,420.913258143692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,梯田,50.0,0
B10,390.9777092941545,494.39297915434014,387.3514014523448,374.45088608151,345.1805999855684,692.5351286121428,918.2257856807392,377.9326926976039,545.2955085896982,536.3378724963424,93.01698296868109,2715.7785679158096,1930.4444126551487,356.76210393758737,420.913258143692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,梯田,25.0,0
B11,390.9777092941545,494.39297915434014,387.3514014523448,374.45088608151,345.1805999855684,692.5351286121428,918.2257856807392,377.9326926976039,545.2955085896982,536.3378724963424,93.01698296868109,2715.7785679158096,1930.4444126551487,356.76210393758737,420.913258143692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,梯田,60.0,0
B12,390.9777092941545,494.39297915434014,387.3514014523448,374.45088608151,345.1805999855684,692.5351286121428,918.2257856807392,377.9326926976039,545.2955085896982,536.3378724963424,93.01698296868109,2715.7785679158096,1930.4444126551487,356.76210393758737,420.913258143692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,梯田,45.0,0
B13,390.9777092941545,494.39297915434014,387.3514014523448,374.45088608151,345.1805999855684,692.5351286121428,918.2257856807392,377.9326926976039,545.2955085896982,536.3378724963424,93.01698296868109,2715.7785679158096,1930.4444126551487,356.76210393758737,420.913258143692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,梯田,35.0,0
B14,390.9777092941545,494.39297915434014,387.3514014523448,374.45088608151,345.1805999855684,692.5351286121428,918.2257856807392,377.9326926976039,545.2955085896982,536.3378724963424,93.01698296868109,2715.7785679158096,1930.4444126551487,356.76210393758737,420.913258143692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,梯田,20.0,0
C1,345.89097350730265,407.30098747880965,318.9951514000905,307.52835547204256,356.3764134760328,725.8613467109128,855.2050519830707,406.34587747997716,510.7398225835042,463.5819712861385,106.16943370026226,2660.6723225418805,1973.2401332263746,352.6884768398461,453.9194901583464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,山坡地,15.0,0
C2,345.89097350730265,407.30098747880965,318.9951514000905,307.52835547204256,356.3764134760328,725.8613467109128,855.2050519830707,406.34587747997716,510.7398225835042,463.5819712861385,106.16943370026226,2660.6723225418805,1973.2401332263746,352.6884768398461,453.9194901583464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,山坡地,13.0,0
C3,345.89097350730265,407.30098747880965,318.9951514000905,307.52835547204256,356.3764134760328,725.8613467109128,855.2050519830707,406.34587747997716,510.7398225835042,463.5819712861385,106.16943370026226,2660.6723225418805,1973.2401332263746,352.6884768398461,453.9194901583464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,山坡地,15.0,0
C4,345.89097350730265,407.30098747880965,318.9951514000905,307.52835547204256,356.3764134760328,725.8613467109128,855.2050519830707,406.34587747997716,510.7398225835042,463.5819712861385,106.16943370026226,2660.6723225418805,1973.2401332263746,352.6884768398461,453.9194901583464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,山坡地,18.0,0
C5,345.89097350730265,407.30098747880965,318.9951514000905,307.52835547204256,356.3764134760328,725.8613467109128,855.2050519830707,406.34587747997716,510.7398225835042,463.5819712861385,106.16943370026226,2660.6723225418805,1973.2401332263746,352.6884768398461,453.9194901583464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,山坡地,27.0,0
C6,345.89097350730265,407.30098747880965,318.9951514000905,307.52835547204256,356.3764134760328,725.8613467109128,855.2050519830707,406.34587747997716,510.7398225835042,463.5819712861385,106.16943370026226,2660.6723225418805,1973.2401332263746,352.6884768398461,453.9194901583464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,山坡地,20.0,0
D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.59548034222615,2786.7217993509557,2075.472101946078,3032.9510560858253,1964.3196075028893,2443.891332481225,6708.829066014292,2677.6964515947448,2422.989324667993,3374.3749778835527,3527.724194838061,3914.2262904771287,3427.7906033124877,11941.50153621005,4005.312527941303,1568.0008556708615,9547.404752733697,5634.09991139541,5242.356521210634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,水浇地,15.0,0
D2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.59548034222615,2786.7217993509557,2075.472101946078,3032.9510560858253,1964.3196075028893,2443.891332481225,6708.829066014292,2677.6964515947448,2422.989324667993,3374.3749778835527,3527.724194838061,3914.2262904771287,3427.7906033124877,11941.50153621005,4005.312527941303,1568.0008556708615,9547.404752733697,5634.09991139541,5242.356521210634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,水浇地,10.0,0
D3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.59548034222615,2786.7217993509557,2075.472101946078,3032.9510560858253,1964.3196075028893,2443.891332481225,6708.829066014292,2677.6964515947448,2422.989324667993,3374.3749778835527,3527.724194838061,3914.2262904771287,3427.7906033124877,11941.50153621005,4005.312527941303,1568.0008556708615,9547.404752733697,5634.09991139541,5242.356521210634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,水浇地,14.0,0
D4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.59548034222615,2786.7217993509557,2075.472101946078,3032.9510560858253,1964.3196075028893,2443.891332481225,6708.829066014292,2677.6964515947448,2422.989324667993,3374.3749778835527,3527.724194838061,3914.2262904771287,3427.7906033124877,11941.50153621005,4005.312527941303,1568.0008556708615,9547.404752733697,5634.09991139541,5242.356521210634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,水浇地,6.0,0
D5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.59548034222615,2786.7217993509557,2075.472101946078,3032.9510560858253,1964.3196075028893,2443.891332481225,6708.829066014292,2677.6964515947448,2422.989324667993,3374.3749778835527,3527.724194838061,3914.2262904771287,3427.7906033124877,11941.50153621005,4005.312527941303,1568.0008556708615,9547.404752733697,5634.09991139541,5242.356521210634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,水浇地,10.0,0
D6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.59548034222615,2786.7217993509557,2075.472101946078,3032.9510560858253,1964.3196075028893,2443.891332481225,6708.829066014292,2677.6964515947448,2422.989324667993,3374.3749778835527,3527.724194838061,3914.2262904771287,3427.7906033124877,11941.50153621005,4005.312527941303,1568.0008556708615,9547.404752733697,5634.09991139541,5242.356521210634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,水浇地,12.0,0
D7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.59548034222615,2786.7217993509557,2075.472101946078,3032.9510560858253,1964.3196075028893,2443.891332481225,6708.829066014292,2677.6964515947448,2422.989324667993,3374.3749778835527,3527.724194838061,3914.2262904771287,3427.7906033124877,11941.50153621005,4005.312527941303,1568.0008556708615,9547.404752733697,5634.09991139541,5242.356521210634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,水浇地,22.0,0
D8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.59548034222615,2786.7217993509557,2075.472101946078,3032.9510560858253,1964.3196075028893,2443.891332481225,6708.829066014292,2677.6964515947448,2422.989324667993,3374.3749778835527,3527.724194838061,3914.2262904771287,3427.7906033124877,11941.50153621005,4005.312527941303,1568.0008556708615,9547.404752733697,5634.09991139541,5242.356521210634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,水浇地,20.0,0
E1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.175293012687,2140.3781562760128,3886.920022153327,2438.989455363891,3506.5610491742464,6759.989151582568,3521.583607086629,2505.534113128543,4382.3398853967465,4299.243143917778,4876.800159432198,3990.4299476213178,16423.42493312185,5297.1359235563505,1637.9460595583005,12406.014226420659,6178.417119090673,6041.771660015123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.175293012687,2140.3781562760128,3886.920022153327,2438.989455363891,3506.5610491742464,6759.989151582568,3521.583607086629,2505.534113128543,4382.3398853967465,4299.243143917778,4876.800159432198,3990.4299476213178,16423.42493312185,5297.1359235563505,1637.9460595583005,12406.014226420659,6178.417119090673,6041.771660015123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.175293012687,2140.3781562760128,3886.920022153327,2438.989455363891,3506.5610491742464,6759.989151582568,3521.583607086629,2505.534113128543,4382.3398853967465,4299.243143917778,4876.800159432198,3990.4299476213178,16423.42493312185,5297.1359235563505,1637.9460595583005,12406.014226420659,6178.417119090673,6041.771660015123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.175293012687,2140.3781562760128,3886.920022153327,2438.989455363891,3506.5610491742464,6759.989151582568,3521.583607086629,2505.534113128543,4382.3398853967465,4299.243143917778,4876.800159432198,3990.4299476213178,16423.42493312185,5297.1359235563505,1637.9460595583005,12406.014226420659,6178.417119090673,6041.771660015123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.175293012687,2140.3781562760128,3886.920022153327,2438.989455363891,3506.5610491742464,6759.989151582568,3521.583607086629,2505.534113128543,4382.3398853967465,4299.243143917778,4876.800159432198,3990.4299476213178,16423.42493312185,5297.1359235563505,1637.9460595583005,12406.014226420659,6178.417119090673,6041.771660015123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.175293012687,2140.3781562760128,3886.920022153327,2438.989455363891,3506.5610491742464,6759.989151582568,3521.583607086629,2505.534113128543,4382.3398853967465,4299.243143917778,4876.800159432198,3990.4299476213178,16423.42493312185,5297.1359235563505,1637.9460595583005,12406.014226420659,6178.417119090673,6041.771660015123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.175293012687,2140.3781562760128,3886.920022153327,2438.989455363891,3506.5610491742464,6759.989151582568,3521.583607086629,2505.534113128543,4382.3398853967465,4299.243143917778,4876.800159432198,3990.4299476213178,16423.42493312185,5297.1359235563505,1637.9460595583005,12406.014226420659,6178.417119090673,6041.771660015123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.175293012687,2140.3781562760128,3886.920022153327,2438.989455363891,3506.5610491742464,6759.989151582568,3521.583607086629,2505.534113128543,4382.3398853967465,4299.243143917778,4876.800159432198,3990.4299476213178,16423.42493312185,5297.1359235563505,1637.9460595583005,12406.014226420659,6178.417119090673,6041.771660015123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.175293012687,2140.3781562760128,3886.920022153327,2438.989455363891,3506.5610491742464,6759.989151582568,3521.583607086629,2505.534113128543,4382.3398853967465,4299.243143917778,4876.800159432198,3990.4299476213178,16423.42493312185,5297.1359235563505,1637.9460595583005,12406.014226420659,6178.417119090673,6041.771660015123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.175293012687,2140.3781562760128,3886.920022153327,2438.989455363891,3506.5610491742464,6759.989151582568,3521.583607086629,2505.534113128543,4382.3398853967465,4299.243143917778,4876.800159432198,3990.4299476213178,16423.42493312185,5297.1359235563505,1637.9460595583005,12406.014226420659,6178.417119090673,6041.771660015123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.175293012687,2140.3781562760128,3886.920022153327,2438.989455363891,3506.5610491742464,6759.989151582568,3521.583607086629,2505.534113128543,4382.3398853967465,4299.243143917778,4876.800159432198,3990.4299476213178,16423.42493312185,5297.1359235563505,1637.9460595583005,12406.014226420659,6178.417119090673,6041.771660015123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.175293012687,2140.3781562760128,3886.920022153327,2438.989455363891,3506.5610491742464,6759.989151582568,3521.583607086629,2505.534113128543,4382.3398853967465,4299.243143917778,4876.800159432198,3990.4299476213178,16423.42493312185,5297.1359235563505,1637.9460595583005,12406.014226420659,6178.417119090673,6041.771660015123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.175293012687,2140.3781562760128,3886.920022153327,2438.989455363891,3506.5610491742464,6759.989151582568,3521.583607086629,2505.534113128543,4382.3398853967465,4299.243143917778,4876.800159432198,3990.4299476213178,16423.42493312185,5297.1359235563505,1637.9460595583005,12406.014226420659,6178.417119090673,6041.771660015123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.175293012687,2140.3781562760128,3886.920022153327,2438.989455363891,3506.5610491742464,6759.989151582568,3521.583607086629,2505.534113128543,4382.3398853967465,4299.243143917778,4876.800159432198,3990.4299476213178,16423.42493312185,5297.1359235563505,1637.9460595583005,12406.014226420659,6178.417119090673,6041.771660015123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.175293012687,2140.3781562760128,3886.920022153327,2438.989455363891,3506.5610491742464,6759.989151582568,3521.583607086629,2505.534113128543,4382.3398853967465,4299.243143917778,4876.800159432198,3990.4299476213178,16423.42493312185,5297.1359235563505,1637.9460595583005,12406.014226420659,6178.417119090673,6041.771660015123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.175293012687,2140.3781562760128,3886.920022153327,2438.989455363891,3506.5610491742464,6759.989151582568,3521.583607086629,2505.534113128543,4382.3398853967465,4299.243143917778,4876.800159432198,3990.4299476213178,16423.42493312185,5297.1359235563505,1637.9460595583005,12406.014226420659,6178.417119090673,6041.771660015123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4145.758247328244,2657.737667610485,3169.783052408452,2301.175385773503,2732.5912946371427,8204.539593001851,3175.297593110389,2694.5160401178227,3900.497623606565,4486.639803364513,5154.927992991611,3901.22993064508,15231.311452964375,4738.565253801939,2039.948952073921,12444.166325108401,4969.48843939875,6745.94527697057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,智慧大棚,0.6,0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4145.758247328244,2657.737667610485,3169.783052408452,2301.175385773503,2732.5912946371427,8204.539593001851,3175.297593110389,2694.5160401178227,3900.497623606565,4486.639803364513,5154.927992991611,3901.22993064508,15231.311452964375,4738.565253801939,2039.948952073921,12444.166325108401,4969.48843939875,6745.94527697057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,智慧大棚,0.6,0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4145.758247328244,2657.737667610485,3169.783052408452,2301.175385773503,2732.5912946371427,8204.539593001851,3175.297593110389,2694.5160401178227,3900.497623606565,4486.639803364513,5154.927992991611,3901.22993064508,15231.311452964375,4738.565253801939,2039.948952073921,12444.166325108401,4969.48843939875,6745.94527697057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,智慧大棚,0.6,0
