Unnamed: 0,序号,作物编号,作物名称,地块类型,种植季次,亩产量/斤,种植成本/(元/亩),销售单价/(元/斤),确切销售单价/(元/斤),亩利润/(元/亩)
31,32,2,黑豆,山坡地,单季,395.81668135900907,562.8401690625001,6.50-8.50,7.5,2975.0
32,33,3,红豆,山坡地,单季,321.13681157082544,492.4851479296877,7.50-9.00,8.25,2620.0
33,34,4,绿豆,山坡地,单季,283.82378570603004,492.4851479296877,6.00-8.00,7.0,1855.0
34,35,5,爬豆,山坡地,单季,370.903537620951,492.4851479296877,6.00-7.50,6.75,2181.25
35,36,6,小麦,山坡地,单季,728.4780422532556,633.1951901953126,3.00-4.00,3.5,2070.0
36,37,7,玉米,山坡地,单季,835.8808623627953,703.5502113281252,2.50-3.50,3.0,2200.0
37,38,8,谷子,山坡地,单季,398.16162977741715,506.55615215625005,6.00-7.50,6.75,2070.0
38,39,9,高粱,山坡地,单季,490.4311166222266,562.8401690625001,5.50-6.50,6.0,3020.0
39,40,10,黍子,山坡地,单季,477.80342765542684,506.55615215625005,6.50-8.50,7.5,3202.5
40,41,11,荞麦,山坡地,单季,106.51287508701854,492.4851479296877,30.00-50.00,40.0,3650.0
41,42,12,南瓜,山坡地,单季,2750.8337060233684,1407.1004226562502,1.00-2.00,1.5,3050.0
42,43,13,红薯,山坡地,单季,1931.8854935383245,2814.200845312501,2.50-4.00,3.25,4500.0
43,44,14,莜麦,山坡地,单季,353.4115118420474,562.8401690625001,5.00-6.00,5.5,1690.0
44,45,15,大麦,山坡地,单季,427.0990123815988,492.4851479296877,3.00-4.00,3.5,1312.5
45,46,16,水稻,水浇地,单季,501.66682887046693,956.8282874062504,6.00-8.00,7.0,2820.0
46,47,17,豇豆,水浇地,第一季,2715.9669776235933,2814.200845312501,7.00-9.00,11.25680338125,22000.0
47,48,18,刀豆,水浇地,第一季,2052.8045850328417,1407.1004226562502,5.50-8.00,9.49792785292969,12500.0
48,49,19,芸豆,水浇地,第一季,3061.152504239344,2814.200845312501,5.00-8.00,9.14615274726563,17500.0
49,50,20,土豆,水浇地,第一季,1926.7103305215992,2814.200845312501,3.00-4.50,5.27662658496094,5500.0
50,51,21,西红柿,水浇地,第一季,2451.5316500110544,2814.200845312501,5.00-7.50,8.794377641601566,13000.0
51,52,22,茄子,水浇地,第一季,6700.07141650238,2814.200845312501,5.00-6.00,7.739052324609378,33200.0
52,53,23,菠菜 ,水浇地,第一季,2827.189601068339,3236.330972109376,4.80-6.70,8.090827430273437,13225.0
53,54,24,青椒,水浇地,第一季,2287.05109275852,2251.3606762500003,4.00-6.50,7.387277218945315,11000.0
54,55,25,菜花,水浇地,第一季,3302.527799840926,3377.0410143750014,5.00-6.00,7.739052324609378,15750.0
55,56,26,包菜,水浇地,第一季,3590.730747959861,4080.5912257031264,5.50-7.50,9.14615274726563,21150.0
56,57,27,油麦菜,水浇地,第一季,3849.0645531470077,2251.3606762500003,4.00-6.00,7.035502113281253,18900.0
57,58,28,小青菜,水浇地,第一季,3485.5218068455033,2251.3606762500003,5.00-6.50,8.090827430273437,16800.0
58,59,29,黄瓜,水浇地,第一季,12099.083749137348,4080.5912257031264,6.00-8.00,9.84970295859375,81100.0
59,60,30,生菜 ,水浇地,第一季,4125.190952307956,2251.3606762500003,4.50-6.00,7.387277218945315,19925.0
60,61,31,辣椒,水浇地,第一季,1535.3170906408577,1407.1004226562502,6.00-8.50,10.201478064257815,10600.0
61,62,32,空心菜,水浇地,第一季,9335.053589537405,5769.111732890627,3.00-6.00,6.331951901953129,40900.0
62,63,33,黄心菜,水浇地,第一季,5686.62306594323,2814.200845312501,4.00-5.00,6.331951901953129,20500.0
63,64,34,芹菜,水浇地,第一季,5071.777828154707,1266.3903803906253,3.20-4.80,5.628401690625002,21100.0
64,65,17,豇豆,普通大棚 ,第一季,2993.5015224051485,3377.0410143750014,7.00-9.00,11.25680338125,26400.0
65,66,18,刀豆,普通大棚 ,第一季,2107.5217923697323,1688.5205071875007,5.50-8.00,9.49792785292969,15000.0
66,67,19,芸豆,普通大棚 ,第一季,3948.6772571182237,3377.0410143750014,5.00-8.00,9.14615274726563,21000.0
67,68,20,土豆,普通大棚 ,第一季,2428.8645515883914,3377.0410143750014,3.00-4.50,5.27662658496094,6600.0
68,69,21,西红柿,普通大棚 ,第一季,3514.451508780965,3377.0410143750014,5.00-7.50,8.794377641601566,16350.0
69,70,22,茄子,普通大棚 ,第一季,6909.667651824839,3377.0410143750014,5.00-6.00,7.739052324609378,41600.0
70,71,23,菠菜 ,普通大棚 ,第一季,3661.1464055221395,3799.1711411718766,4.80-6.70,8.090827430273437,16275.0
71,72,24,青椒,普通大棚 ,第一季,2534.8502221032013,2814.200845312501,4.00-6.50,7.387277218945315,13750.0
72,73,25,菜花,普通大棚 ,第一季,4467.8691888641,4221.30126796875,5.00-6.00,7.739052324609378,19000.0
73,74,26,包菜,普通大棚 ,第一季,4481.643275007601,4924.851479296876,5.50-7.50,9.14615274726563,25750.0
74,75,27,油麦菜,普通大棚 ,第一季,4938.18652982856,2814.200845312501,4.00-6.00,7.035502113281253,23000.0
75,76,28,小青菜,普通大棚 ,第一季,3855.30168345256,2814.200845312501,5.00-6.50,8.090827430273437,21000.0
76,77,29,黄瓜,普通大棚 ,第一季,16200.65142673107,4924.851479296876,6.00-8.00,9.84970295859375,101500.0
77,78,30,生菜 ,普通大棚 ,第一季,5268.688684308126,2814.200845312501,4.50-6.00,7.387277218945315,24250.0
78,79,31,辣椒,普通大棚 ,第一季,1560.3627431812633,1688.5205071875007,6.00-8.50,10.201478064257815,13300.0
79,80,32,空心菜,普通大棚 ,第一季,11833.26199241983,7035.502113281253,3.00-6.00,6.331951901953129,49000.0
80,81,33,黄心菜,普通大棚 ,第一季,6332.594155081869,3517.7510566406263,4.00-5.00,6.331951901953129,24500.0
81,82,34,芹菜,普通大棚 ,第一季,6516.528537881558,1547.810464921875,3.20-4.80,5.628401690625002,25300.0
82,83,35,大白菜,水浇地,第二季,5404.954306290364,2814.200845312501,2.00-3.00,3.5177510566406265,10500.0
83,84,36,白萝卜,水浇地,第二季,4368.52487333105,703.5502113281252,2.00-3.00,3.5177510566406265,9500.0
84,85,37,红萝卜,水浇地,第二季,3405.93597023898,703.5502113281252,2.50-4.00,4.573076373632814,9250.0
85,86,38,榆黄菇,普通大棚 ,第二季,5223.5219807536005,4221.30126796875,50.00-65.00,46.58052114522837,284500.0
86,87,39,香菇,普通大棚 ,第二季,3867.6801529903364,2814.200845312501,18.00-20.00,15.374270927159088,74000.0
87,88,40,白灵菇,普通大棚 ,第二季,9805.773461705236,14071.0042265625,14.00-18.00,13.100763743104316,150000.0
88,89,41,羊肚菌,普通大棚 ,第二季,1089.671975415595,14071.0042265625,80.00-120.00,69.83372960937497,90000.0
89,90,17,豇豆,智慧大棚,第二季,3355.889674522012,3714.7451158125014,8.40-10.80,13.508164057500005,28080.000000000004
90,91,18,刀豆,智慧大棚,第二季,2315.749476995628,1857.3725579062502,6.60-9.60,11.397513423515631,16500.0
91,92,19,芸豆,智慧大棚,第二季,3017.1988164473696,3714.7451158125014,6.00-9.60,10.975383296718752,22320.0
92,93,20,土豆,智慧大棚,第二季,2225.122172072276,3714.7451158125014,3.60-5.40,6.331951901953129,7260.0
93,94,21,西红柿,智慧大棚,第二季,2773.4893038602513,3714.7451158125014,6.00-9.00,10.553253169921875,17610.0
94,95,22,茄子,智慧大棚,第二季,6865.827421684428,3714.7451158125014,6.00-7.20,9.286862789531254,44880.0
95,96,23,菠菜 ,智慧大棚,第二季,2702.2294894773045,4221.30126796875,5.80-8.00,9.708992916328128,17700.0
96,97,24,青椒,智慧大棚,第二季,2552.9398942532903,3095.6209298437516,5.80-7.80,9.568282874062502,16160.0
97,98,25,菜花,智慧大棚,第二季,3901.7618859502672,4643.4313947656265,6.00-7.20,9.286862789531254,20460.0
98,99,26,包菜,智慧大棚,第二季,4180.494139561801,5417.336627226563,6.60-9.00,10.975383296718752,28130.0
99,100,27,油麦菜,智慧大棚,第二季,4944.246992129983,3095.6209298437516,4.80-7.20,8.442602535937501,24800.0
100,101,28,小青菜,智慧大棚,第二季,3942.0666007510713,3095.6209298437516,6.00-7.80,9.708992916328128,22640.0
101,102,29,黄瓜,智慧大棚,第二季,14351.982167602626,5417.336627226563,7.20-9.60,11.8196435503125,109550.0
102,103,30,生菜 ,智慧大棚,第二季,4716.092096354861,3095.6209298437516,5.40-7.20,8.864732662734378,26150.000000000004
103,104,31,辣椒,智慧大棚,第二季,1661.4788788724932,1829.230549453125,7.20-10.20,12.241773677109375,14359.999999999998
104,105,32,空心菜,智慧大棚,第二季,10353.081512403285,7739.052324609378,3.60-7.20,7.5983422823437525,53900.00000000001
105,106,33,黄心菜,智慧大棚,第二季,5273.213162008812,3869.526162304689,4.80-6.00,7.5983422823437525,26410.000000000004
106,107,34,芹菜,智慧大棚,第二季,5815.026834714465,1688.5205071875007,3.80-5.80,6.754082028750003,27600.0
107,65,17,豇豆,智慧大棚,第一季,4092.537763137638,3377.0410143750014,7.00-9.00,11.25680338125,26400.0
108,66,18,刀豆,智慧大棚,第一季,2656.664837446097,1688.5205071875007,5.50-8.00,9.49792785292969,15000.0
109,67,19,芸豆,智慧大棚,第一季,3318.7263758968843,3377.0410143750014,5.00-8.00,9.14615274726563,21000.0
110,68,20,土豆,智慧大棚,第一季,2380.920330954482,3377.0410143750014,3.00-4.50,5.27662658496094,6600.0
111,69,21,西红柿,智慧大棚,第一季,2650.361759307475,3377.0410143750014,5.00-7.50,8.794377641601566,16350.0
112,70,22,茄子,智慧大棚,第一季,8099.295873579332,3377.0410143750014,5.00-6.00,7.739052324609378,41600.0
113,71,23,菠菜 ,智慧大棚,第一季,3103.422635354592,3799.1711411718766,4.80-6.70,8.090827430273437,16275.0
114,72,24,青椒,智慧大棚,第一季,2608.739978709937,2814.200845312501,4.00-6.50,7.387277218945315,13750.0
115,73,25,菜花,智慧大棚,第一季,3817.372188318628,4221.30126796875,5.00-6.00,7.739052324609378,19000.0
116,74,26,包菜,智慧大棚,第一季,4637.956932934757,4924.851479296876,5.50-7.50,9.14615274726563,25750.0
117,75,27,油麦菜,智慧大棚,第一季,4957.333194877284,2814.200845312501,4.00-6.00,7.035502113281253,23000.0
118,76,28,小青菜,智慧大棚,第一季,3722.417468898054,2814.200845312501,5.00-6.50,8.090827430273437,21000.0
119,77,29,黄瓜,智慧大棚,第一季,15450.953240071036,4924.851479296876,6.00-8.00,9.84970295859375,101500.0
120,78,30,生菜 ,智慧大棚,第一季,4633.9318838572535,2814.200845312501,4.50-6.00,7.387277218945315,24250.0
121,79,31,辣椒,智慧大棚,第一季,2007.2903727014204,1688.5205071875007,6.00-8.50,10.201478064257815,13300.0
122,80,32,空心菜,智慧大棚,第一季,12234.269851368745,7035.502113281253,3.00-6.00,6.331951901953129,49000.0
123,81,33,黄心菜,智慧大棚,第一季,5031.542095209505,3517.7510566406263,4.00-5.00,6.331951901953129,24500.0
124,82,34,芹菜,智慧大棚,第一季,6803.072207541402,1547.810464921875,3.20-4.80,5.628401690625002,25300.0
