Unnamed: 0,序号,作物编号,作物名称,地块类型,种植季次,亩产量/斤,种植成本/(元/亩),销售单价/(元/斤),确切销售单价/(元/斤),亩利润/(元/亩)
74,75,27,油麦菜,普通大棚 ,第一季,4721.757415026748,2552.563125000001,4.00-6.00,6.381407812500003,23000.0
75,76,28,小青菜,普通大棚 ,第一季,3887.659282374255,2552.563125000001,5.00-6.50,7.338618984375,21000.0
76,77,29,黄瓜,普通大棚 ,第一季,16606.473241812804,4466.985468750001,6.00-8.00,8.9339709375,101500.0
77,78,30,生菜 ,普通大棚 ,第一季,5397.420148193456,2552.563125000001,4.50-6.00,6.7004782031250025,24250.0
78,79,31,辣椒,普通大棚 ,第一季,1670.8992708819305,1531.5378750000002,6.00-8.50,9.253041328125002,13300.0
79,80,32,空心菜,普通大棚 ,第一季,12075.316479981111,6381.4078125000015,3.00-6.00,5.743267031250002,49000.0
80,81,33,黄心菜,普通大棚 ,第一季,5957.399232977537,3190.7039062500007,4.00-5.00,5.743267031250002,24500.0
81,82,34,芹菜,普通大棚 ,第一季,6004.417288028329,1403.90971875,3.20-4.80,5.105126250000001,25300.0
82,83,35,大白菜,水浇地,第二季,5201.014281187531,2552.563125000001,2.00-3.00,3.1907039062500004,10500.0
83,84,36,白萝卜,水浇地,第二季,4518.481803141747,638.1407812500003,2.00-3.00,3.1907039062500004,9500.0
84,85,37,红萝卜,水浇地,第二季,3334.100591832641,638.1407812500003,2.50-4.00,4.147915078125001,9250.0
85,86,38,榆黄菇,普通大棚 ,第二季,5106.1658134742465,3828.8446875,50.00-65.00,49.52564544904035,284500.0
86,87,39,香菇,普通大棚 ,第二季,3792.332445375596,2552.563125000001,18.00-20.00,16.481216246510378,74000.0
87,88,40,白灵菇,普通大棚 ,第二季,10046.168080400097,12762.815625,14.00-18.00,13.949978064351175,150000.0
88,89,41,羊肚菌,普通大棚 ,第二季,1046.8801744865852,12762.815625,80.00-120.00,77.37809374999998,90000.0
89,90,17,豇豆,智慧大棚,第二季,3246.05556239351,3369.383325000001,8.40-10.80,12.252303000000005,28080.000000000004
90,91,18,刀豆,智慧大棚,第二季,2477.6122689450835,1684.6916625,6.60-9.60,10.337880656250004,16500.0
91,92,19,芸豆,智慧大棚,第二季,3155.943891000175,3369.383325000001,6.00-9.60,9.9549961875,22320.0
92,93,20,土豆,智慧大棚,第二季,2197.8330677989434,3369.383325000001,3.60-5.40,5.743267031250002,7260.0
93,94,21,西红柿,智慧大棚,第二季,2829.181721317507,3369.383325000001,6.00-9.00,9.57211171875,17610.0
94,95,22,茄子,智慧大棚,第二季,7243.51124984228,3369.383325000001,6.00-7.20,8.423458312500003,44880.0
95,96,23,菠菜 ,智慧大棚,第二季,2696.490514195102,3828.8446875,5.80-8.00,8.806342781250004,17700.0
96,97,24,青椒,智慧大棚,第二季,2547.003267736924,2807.8194375000007,5.80-7.80,8.678714625000001,16160.0
97,98,25,菜花,智慧大棚,第二季,3724.1362391833472,4211.72915625,6.00-7.20,8.423458312500003,20460.0
98,99,26,包菜,智慧大棚,第二季,3931.6516487097606,4913.684015625,6.60-9.00,9.9549961875,28130.0
99,100,27,油麦菜,智慧大棚,第二季,4779.166200981946,2807.8194375000007,4.80-7.20,7.657689375000002,24800.0
100,101,28,小青菜,智慧大棚,第二季,3859.027799727901,2807.8194375000007,6.00-7.80,8.806342781250004,22640.0
101,102,29,黄瓜,智慧大棚,第二季,13739.585495523157,4913.684015625,7.20-9.60,10.720765125,109550.0
102,103,30,生菜 ,智慧大棚,第二季,4608.561631717988,2807.8194375000007,5.40-7.20,8.040573843750002,26150.000000000004
103,104,31,辣椒,智慧大棚,第二季,1616.7163970085253,1659.16603125,7.20-10.20,11.10364959375,14359.999999999998
104,105,32,空心菜,智慧大棚,第二季,11024.037582956433,7019.548593750002,3.60-7.20,6.891920437500001,53900.00000000001
105,106,33,黄心菜,智慧大棚,第二季,5369.954287870237,3509.774296875001,4.80-6.00,6.891920437500001,26410.000000000004
106,107,34,芹菜,智慧大棚,第二季,5943.572646791503,1531.5378750000002,3.80-5.80,6.126151500000002,27600.0
107,65,17,豇豆,智慧大棚,第一季,4241.390936471989,3063.0757500000004,7.00-9.00,10.2102525,26400.0
108,66,18,刀豆,智慧大棚,第一季,2531.0916380330395,1531.5378750000002,5.50-8.00,8.614900546875,15000.0
109,67,19,芸豆,智慧大棚,第一季,3278.9427561270227,3063.0757500000004,5.00-8.00,8.295830156250004,21000.0
110,68,20,土豆,智慧大棚,第一季,2255.4469060275987,3063.0757500000004,3.00-4.50,4.7860558593750016,6600.0
111,69,21,西红柿,智慧大棚,第一季,2662.316462580105,3063.0757500000004,5.00-7.50,7.976759765625002,16350.0
112,70,22,茄子,智慧大棚,第一季,8213.134132408311,3063.0757500000004,5.00-6.00,7.019548593750002,41600.0
113,71,23,菠菜 ,智慧大棚,第一季,3310.696413925791,3445.9602187500004,4.80-6.70,7.338618984375,16275.0
114,72,24,青椒,智慧大棚,第一季,2627.161626092211,2552.563125000001,4.00-6.50,6.7004782031250025,13750.0
115,73,25,菜花,智慧大棚,第一季,3908.6048189854932,3828.8446875,5.00-6.00,7.019548593750002,19000.0
116,74,26,包菜,智慧大棚,第一季,4358.531085641245,4466.985468750001,5.50-7.50,8.295830156250004,25750.0
117,75,27,油麦菜,智慧大棚,第一季,5201.866086177257,2552.563125000001,4.00-6.00,6.381407812500003,23000.0
118,76,28,小青菜,智慧大棚,第一季,3838.8711244797228,2552.563125000001,5.00-6.50,7.338618984375,21000.0
119,77,29,黄瓜,智慧大棚,第一季,15680.318726485182,4466.985468750001,6.00-8.00,8.9339709375,101500.0
120,78,30,生菜 ,智慧大棚,第一季,4639.843618088097,2552.563125000001,4.50-6.00,6.7004782031250025,24250.0
121,79,31,辣椒,智慧大棚,第一季,1963.5833811195998,1531.5378750000002,6.00-8.50,9.253041328125002,13300.0
122,80,32,空心菜,智慧大棚,第一季,13026.032586178457,6381.4078125000015,3.00-6.00,5.743267031250002,49000.0
123,81,33,黄心菜,智慧大棚,第一季,5041.586571454071,3190.7039062500007,4.00-5.00,5.743267031250002,24500.0
124,82,34,芹菜,智慧大棚,第一季,6718.294897213905,1403.90971875,3.20-4.80,5.105126250000001,25300.0
