Unnamed: 0,序号,作物编号,作物名称,地块类型,种植季次,亩产量/斤,种植成本/(元/亩),销售单价/(元/斤),确切销售单价/(元/斤),亩利润/(元/亩)
40,41,11,荞麦,山坡地,单季,105.61491720998278,405.1687500000001,30.00-50.00,40.0,3650.0
41,42,12,南瓜,山坡地,单季,2830.5315259530294,1157.625,1.00-2.00,1.5,3050.0
42,43,13,红薯,山坡地,单季,1965.3003646932764,2315.25,2.50-4.00,3.25,4500.0
43,44,14,莜麦,山坡地,单季,375.70663853879415,463.05,5.00-6.00,5.5,1690.0
44,45,15,大麦,山坡地,单季,474.7858841646328,405.1687500000001,3.00-4.00,3.5,1312.5
45,46,16,水稻,水浇地,单季,501.2335492638141,787.1850000000002,6.00-8.00,7.0,2820.0
46,47,17,豇豆,水浇地,第一季,3068.741635163234,2315.25,7.00-9.00,9.261,22000.0
47,48,18,刀豆,水浇地,第一季,1987.037274900084,1157.625,5.50-8.00,7.81396875,12500.0
48,49,19,芸豆,水浇地,第一季,2912.052154871132,2315.25,5.00-8.00,7.524562500000003,17500.0
49,50,20,土豆,水浇地,第一季,2158.3657553659,2315.25,3.00-4.50,4.3410937500000015,5500.0
50,51,21,西红柿,水浇地,第一季,2348.177343729651,2315.25,5.00-7.50,7.23515625,13000.0
51,52,22,茄子,水浇地,第一季,6758.343657100657,2315.25,5.00-6.00,6.3669375000000015,33200.0
52,53,23,菠菜 ,水浇地,第一季,2468.4401979694485,2662.5375,4.80-6.70,6.65634375,13225.0
53,54,24,青椒,水浇地,第一季,2232.6721906783805,1852.2,4.00-6.50,6.077531250000002,11000.0
54,55,25,菜花,水浇地,第一季,3213.8099410838454,2778.3,5.00-6.00,6.3669375000000015,15750.0
55,56,26,包菜,水浇地,第一季,3710.8454872497277,3357.1125,5.50-7.50,7.524562500000003,21150.0
56,57,27,油麦菜,水浇地,第一季,4233.070779492467,1852.2,4.00-6.00,5.788125000000001,18900.0
57,58,28,小青菜,水浇地,第一季,3294.2207309190712,1852.2,5.00-6.50,6.65634375,16800.0
58,59,29,黄瓜,水浇地,第一季,12181.982265321763,3357.1125,6.00-8.00,8.103375,81100.0
59,60,30,生菜 ,水浇地,第一季,3962.893762562328,1852.2,4.50-6.00,6.077531250000002,19925.0
60,61,31,辣椒,水浇地,第一季,1618.5326832059734,1157.625,6.00-8.50,8.392781250000002,10600.0
61,62,32,空心菜,水浇地,第一季,9909.797226166644,4746.2625,3.00-6.00,5.209312500000002,40900.0
62,63,33,黄心菜,水浇地,第一季,5256.033410339231,2315.25,4.00-5.00,5.209312500000002,20500.0
63,64,34,芹菜,水浇地,第一季,5453.492143317274,1041.8625,3.20-4.80,4.6305000000000005,21100.0
64,65,17,豇豆,普通大棚 ,第一季,3240.5032754787385,2778.3,7.00-9.00,9.261,26400.0
65,66,18,刀豆,普通大棚 ,第一季,2258.762156672381,1389.15,5.50-8.00,7.81396875,15000.0
66,67,19,芸豆,普通大棚 ,第一季,3821.886599262365,2778.3,5.00-8.00,7.524562500000003,21000.0
67,68,20,土豆,普通大棚 ,第一季,2561.532662102003,2778.3,3.00-4.50,4.3410937500000015,6600.0
68,69,21,西红柿,普通大棚 ,第一季,3260.0442462593046,2778.3,5.00-7.50,7.23515625,16350.0
69,70,22,茄子,普通大棚 ,第一季,7393.2248778446665,2778.3,5.00-6.00,6.3669375000000015,41600.0
70,71,23,菠菜 ,普通大棚 ,第一季,3529.015613265324,3125.5875,4.80-6.70,6.65634375,16275.0
71,72,24,青椒,普通大棚 ,第一季,2808.914506731997,2315.25,4.00-6.50,6.077531250000002,13750.0
72,73,25,菜花,普通大棚 ,第一季,4183.3141009018,3472.875,5.00-6.00,6.3669375000000015,19000.0
73,74,26,包菜,普通大棚 ,第一季,4428.981605762627,4051.6875,5.50-7.50,7.524562500000003,25750.0
74,75,27,油麦菜,普通大棚 ,第一季,4798.217299020898,2315.25,4.00-6.00,5.788125000000001,23000.0
75,76,28,小青菜,普通大棚 ,第一季,4115.238713815316,2315.25,5.00-6.50,6.65634375,21000.0
76,77,29,黄瓜,普通大棚 ,第一季,15513.950135642996,4051.6875,6.00-8.00,8.103375,101500.0
77,78,30,生菜 ,普通大棚 ,第一季,5259.758000018137,2315.25,4.50-6.00,6.077531250000002,24250.0
78,79,31,辣椒,普通大棚 ,第一季,1849.1698453168908,1389.15,6.00-8.50,8.392781250000002,13300.0
79,80,32,空心菜,普通大棚 ,第一季,12759.092849663328,5788.125,3.00-6.00,5.209312500000002,49000.0
80,81,33,黄心菜,普通大棚 ,第一季,5846.8970613746915,2894.0625,4.00-5.00,5.209312500000002,24500.0
81,82,34,芹菜,普通大棚 ,第一季,5958.909386788453,1273.3875,3.20-4.80,4.6305000000000005,25300.0
82,83,35,大白菜,水浇地,第二季,5302.52325017438,2315.25,2.00-3.00,2.8940625000000004,10500.0
83,84,36,白萝卜,水浇地,第二季,4406.660062186771,578.8125,2.00-3.00,2.8940625000000004,9500.0
84,85,37,红萝卜,水浇地,第二季,3204.5090542265584,578.8125,2.50-4.00,3.762281250000001,9250.0
85,86,38,榆黄菇,普通大棚 ,第二季,5011.027730528756,3472.875,50.00-65.00,52.297271844208574,284500.0
86,87,39,香菇,普通大棚 ,第二季,3901.3860615365647,2315.25,18.00-20.00,17.552116824472836,74000.0
87,88,40,白灵菇,普通大棚 ,第二季,10101.330021326865,11576.25,14.00-18.00,14.635961783652528,150000.0
88,89,41,羊肚菌,普通大棚 ,第二季,1007.2586369076614,11576.25,80.00-120.00,85.7375,90000.0
89,90,17,豇豆,智慧大棚,第二季,2976.652384535772,3056.13,8.40-10.80,11.1132,28080.000000000004
90,91,18,刀豆,智慧大棚,第二季,2540.8213686174413,1528.065,6.60-9.60,9.376762500000003,16500.0
91,92,19,芸豆,智慧大棚,第二季,3134.300643346973,3056.13,6.00-9.60,9.029475,22320.0
92,93,20,土豆,智慧大棚,第二季,2127.2961173091157,3056.13,3.60-5.40,5.209312500000002,7260.0
93,94,21,西红柿,智慧大棚,第二季,2767.655328373377,3056.13,6.00-9.00,8.682187500000001,17610.0
94,95,22,茄子,智慧大棚,第二季,7519.323275120284,3056.13,6.00-7.20,7.640325000000002,44880.0
95,96,23,菠菜 ,智慧大棚,第二季,2886.912910221513,3472.875,5.80-8.00,7.987612500000003,17700.0
96,97,24,青椒,智慧大棚,第二季,2614.68847790414,2546.775,5.80-7.80,7.871850000000001,16160.0
97,98,25,菜花,智慧大棚,第二季,3726.574586831909,3820.1625,6.00-7.20,7.640325000000002,20460.0
98,99,26,包菜,智慧大棚,第二季,3792.874682628456,4456.85625,6.60-9.00,9.029475,28130.0
99,100,27,油麦菜,智慧大棚,第二季,4726.672133620934,2546.775,4.80-7.20,6.945750000000002,24800.0
100,101,28,小青菜,智慧大棚,第二季,3725.9947761123603,2546.775,6.00-7.80,7.987612500000003,22640.0
101,102,29,黄瓜,智慧大棚,第二季,12884.138950449189,4456.85625,7.20-9.60,9.72405,109550.0
102,103,30,生菜 ,智慧大棚,第二季,4548.176356041836,2546.775,5.40-7.20,7.293037500000002,26150.000000000004
103,104,31,辣椒,智慧大棚,第二季,1688.4857292080826,1504.9125,7.20-10.20,10.0713375,14359.999999999998
104,105,32,空心菜,智慧大棚,第二季,11347.530537806146,6366.9375,3.60-7.20,6.251175000000001,53900.00000000001
105,106,33,黄心菜,智慧大棚,第二季,4966.083941766082,3183.46875,4.80-6.00,6.251175000000001,26410.000000000004
106,107,34,芹菜,智慧大棚,第二季,5968.502146573191,1389.15,3.80-5.80,5.556600000000002,27600.0
107,65,17,豇豆,智慧大棚,第一季,4017.6086431230683,2778.3,7.00-9.00,9.261,26400.0
108,66,18,刀豆,智慧大棚,第一季,2339.5928830799053,1389.15,5.50-8.00,7.81396875,15000.0
109,67,19,芸豆,智慧大棚,第一季,3373.4355054224866,2778.3,5.00-8.00,7.524562500000003,21000.0
110,68,20,土豆,智慧大棚,第一季,2400.622380737392,2778.3,3.00-4.50,4.3410937500000015,6600.0
111,69,21,西红柿,智慧大棚,第一季,2620.0740139450777,2778.3,5.00-7.50,7.23515625,16350.0
112,70,22,茄子,智慧大棚,第一季,7698.646273930104,2778.3,5.00-6.00,6.3669375000000015,41600.0
113,71,23,菠菜 ,智慧大棚,第一季,3303.039358613855,3125.5875,4.80-6.70,6.65634375,16275.0
114,72,24,青椒,智慧大棚,第一季,2699.701250808096,2315.25,4.00-6.50,6.077531250000002,13750.0
115,73,25,菜花,智慧大棚,第一季,3874.810798010376,3472.875,5.00-6.00,6.3669375000000015,19000.0
116,74,26,包菜,智慧大棚,第一季,4551.735004193636,4051.6875,5.50-7.50,7.524562500000003,25750.0
117,75,27,油麦菜,智慧大棚,第一季,5143.8285221145115,2315.25,4.00-6.00,5.788125000000001,23000.0
118,76,28,小青菜,智慧大棚,第一季,4138.012597138642,2315.25,5.00-6.50,6.65634375,21000.0
119,77,29,黄瓜,智慧大棚,第一季,15279.014694213947,4051.6875,6.00-8.00,8.103375,101500.0
120,78,30,生菜 ,智慧大棚,第一季,4870.796859661466,2315.25,4.50-6.00,6.077531250000002,24250.0
121,79,31,辣椒,智慧大棚,第一季,1956.907411711704,1389.15,6.00-8.50,8.392781250000002,13300.0
122,80,32,空心菜,智慧大棚,第一季,13820.926408627394,5788.125,3.00-6.00,5.209312500000002,49000.0
123,81,33,黄心菜,智慧大棚,第一季,5043.826040415531,2894.0625,4.00-5.00,5.209312500000002,24500.0
124,82,34,芹菜,智慧大棚,第一季,6900.667047220698,1273.3875,3.20-4.80,4.6305000000000005,25300.0
