Unnamed: 0,序号,作物编号,作物名称,地块类型,种植季次,亩产量/斤,种植成本/(元/亩),销售单价/(元/斤),确切销售单价/(元/斤),亩利润/(元/亩)
27,28,13,红薯,梯田,单季,1995.7181236924318,2431.0125000000007,2.50-4.00,3.25,4825.0
28,29,14,莜麦,梯田,单季,364.0820376516208,486.2025,5.00-6.00,5.5,1800.0
29,30,15,大麦,梯田,单季,421.52542200118745,425.4271875000002,3.00-4.00,3.5,1400.0
30,31,1,黄豆,山坡地,单季,359.2415903322722,486.2025,2.50-4.00,3.25,770.0
31,32,2,黑豆,山坡地,单季,451.46624819163384,486.2025,6.50-8.50,7.5,2975.0
32,33,3,红豆,山坡地,单季,341.2691579805665,425.4271875000002,7.50-9.00,8.25,2620.0
33,34,4,绿豆,山坡地,单季,323.07269042136454,425.4271875000002,6.00-8.00,7.0,1855.0
34,35,5,爬豆,山坡地,单季,367.1655028366615,425.4271875000002,6.00-7.50,6.75,2181.25
35,36,6,小麦,山坡地,单季,718.2929058137016,546.9778125,3.00-4.00,3.5,2070.0
36,37,7,玉米,山坡地,单季,845.3211789058782,607.7531250000002,2.50-3.50,3.0,2200.0
37,38,8,谷子,山坡地,单季,389.1054260934822,437.58225,6.00-7.50,6.75,2070.0
38,39,9,高粱,山坡地,单季,509.10911759895623,486.2025,5.50-6.50,6.0,3020.0
39,40,10,黍子,山坡地,单季,460.8970327390637,437.58225,6.50-8.50,7.5,3202.5
40,41,11,荞麦,山坡地,单季,108.15176945896583,425.4271875000002,30.00-50.00,40.0,3650.0
41,42,12,南瓜,山坡地,单季,2772.9676067975392,1215.50625,1.00-2.00,1.5,3050.0
42,43,13,红薯,山坡地,单季,1886.2331371280081,2431.0125000000007,2.50-4.00,3.25,4500.0
43,44,14,莜麦,山坡地,单季,361.65280442840276,486.2025,5.00-6.00,5.5,1690.0
44,45,15,大麦,山坡地,单季,458.72461736400527,425.4271875000002,3.00-4.00,3.5,1312.5
45,46,16,水稻,水浇地,单季,506.5313680427318,826.5442500000003,6.00-8.00,7.0,2820.0
46,47,17,豇豆,水浇地,第一季,2924.2365486639387,2431.0125000000007,7.00-9.00,9.72405,22000.0
47,48,18,刀豆,水浇地,第一季,1977.227706664794,1215.50625,5.50-8.00,8.2046671875,12500.0
48,49,19,芸豆,水浇地,第一季,2960.620733251913,2431.0125000000007,5.00-8.00,7.9007906250000035,17500.0
49,50,20,土豆,水浇地,第一季,2172.604058643658,2431.0125000000007,3.00-4.50,4.558148437500002,5500.0
50,51,21,西红柿,水浇地,第一季,2386.8828013178395,2431.0125000000007,5.00-7.50,7.596914062500002,13000.0
51,52,22,茄子,水浇地,第一季,7029.013375021097,2431.0125000000007,5.00-6.00,6.685284375000002,33200.0
52,53,23,菠菜 ,水浇地,第一季,2583.559991058552,2795.664375,4.80-6.70,6.9891609375,13225.0
53,54,24,青椒,水浇地,第一季,2256.3253194408085,1944.81,4.00-6.50,6.381407812500003,11000.0
54,55,25,菜花,水浇地,第一季,3272.060029051513,2917.215,5.00-6.00,6.685284375000002,15750.0
55,56,26,包菜,水浇地,第一季,3792.8906672666994,3524.968125000001,5.50-7.50,7.9007906250000035,21150.0
56,57,27,油麦菜,水浇地,第一季,4220.587543993635,1944.81,4.00-6.00,6.077531250000002,18900.0
57,58,28,小青菜,水浇地,第一季,3270.8649805868627,1944.81,5.00-6.50,6.9891609375,16800.0
58,59,29,黄瓜,水浇地,第一季,12432.652792350249,3524.968125000001,6.00-8.00,8.50854375,81100.0
59,60,30,生菜 ,水浇地,第一季,4100.946279075296,1944.81,4.50-6.00,6.381407812500003,19925.0
60,61,31,辣椒,水浇地,第一季,1564.9624846410734,1215.50625,6.00-8.50,8.812420312500002,10600.0
61,62,32,空心菜,水浇地,第一季,9449.013071325502,4983.575625,3.00-6.00,5.469778125000002,40900.0
62,63,33,黄心菜,水浇地,第一季,5398.0578161294625,2431.0125000000007,4.00-5.00,5.469778125000002,20500.0
63,64,34,芹菜,水浇地,第一季,5242.810612029831,1093.955625,3.20-4.80,4.862025000000001,21100.0
64,65,17,豇豆,普通大棚 ,第一季,3268.9256597522303,2917.215,7.00-9.00,9.72405,26400.0
65,66,18,刀豆,普通大棚 ,第一季,2182.369943969233,1458.6075,5.50-8.00,8.2046671875,15000.0
66,67,19,芸豆,普通大棚 ,第一季,4018.6514449156575,2917.215,5.00-8.00,7.9007906250000035,21000.0
67,68,20,土豆,普通大棚 ,第一季,2474.8238278529866,2917.215,3.00-4.50,4.558148437500002,6600.0
68,69,21,西红柿,普通大棚 ,第一季,3349.0472346365527,2917.215,5.00-7.50,7.596914062500002,16350.0
69,70,22,茄子,普通大棚 ,第一季,7103.8885578365525,2917.215,5.00-6.00,6.685284375000002,41600.0
70,71,23,菠菜 ,普通大棚 ,第一季,3645.6582497074455,3281.866875,4.80-6.70,6.9891609375,16275.0
71,72,24,青椒,普通大棚 ,第一季,2769.4217847246064,2431.0125000000007,4.00-6.50,6.381407812500003,13750.0
72,73,25,菜花,普通大棚 ,第一季,4247.513728786505,3646.51875,5.00-6.00,6.685284375000002,19000.0
73,74,26,包菜,普通大棚 ,第一季,4533.925141939998,4254.271875,5.50-7.50,7.9007906250000035,25750.0
74,75,27,油麦菜,普通大棚 ,第一季,4868.361981045247,2431.0125000000007,4.00-6.00,6.077531250000002,23000.0
75,76,28,小青菜,普通大棚 ,第一季,3931.4683625335792,2431.0125000000007,5.00-6.50,6.9891609375,21000.0
76,77,29,黄瓜,普通大棚 ,第一季,16701.03759747107,4254.271875,6.00-8.00,8.50854375,101500.0
77,78,30,生菜 ,普通大棚 ,第一季,5355.31315756605,2431.0125000000007,4.50-6.00,6.381407812500003,24250.0
78,79,31,辣椒,普通大棚 ,第一季,1686.3308779883207,1458.6075,6.00-8.50,8.812420312500002,13300.0
79,80,32,空心菜,普通大棚 ,第一季,12107.569316623632,6077.53125,3.00-6.00,5.469778125000002,49000.0
80,81,33,黄心菜,普通大棚 ,第一季,5815.478702328058,3038.765625,4.00-5.00,5.469778125000002,24500.0
81,82,34,芹菜,普通大棚 ,第一季,5814.513376968982,1337.056875,3.20-4.80,4.862025000000001,25300.0
82,83,35,大白菜,水浇地,第二季,5319.768469432967,2431.0125000000007,2.00-3.00,3.0387656250000004,10500.0
83,84,36,白萝卜,水浇地,第二季,4357.033541043955,607.7531250000002,2.00-3.00,3.0387656250000004,9500.0
84,85,37,红萝卜,水浇地,第二季,3252.2964636021784,607.7531250000002,2.50-4.00,3.950395312500001,9250.0
85,86,38,榆黄菇,普通大棚 ,第二季,5133.208926935119,3646.51875,50.00-65.00,51.13051428534673,284500.0
86,87,39,香菇,普通大棚 ,第二季,3731.984661063999,2431.0125000000007,18.00-20.00,17.146065451349394,74000.0
87,88,40,白灵菇,普通大棚 ,第二季,10248.442287930797,12155.0625,14.00-18.00,14.275214367780418,150000.0
88,89,41,羊肚菌,普通大棚 ,第二季,992.4745259830064,12155.0625,80.00-120.00,81.45062499999997,90000.0
89,90,17,豇豆,智慧大棚,第二季,3110.4000146395947,3208.9365000000007,8.40-10.80,11.668860000000002,28080.000000000004
90,91,18,刀豆,智慧大棚,第二季,2626.6703713516536,1604.46825,6.60-9.60,9.845600625000003,16500.0
91,92,19,芸豆,智慧大棚,第二季,3149.4293716188845,3208.9365000000007,6.00-9.60,9.48094875,22320.0
92,93,20,土豆,智慧大棚,第二季,2104.7401506544547,3208.9365000000007,3.60-5.40,5.469778125000002,7260.0
93,94,21,西红柿,智慧大棚,第二季,2859.8018203473152,3208.9365000000007,6.00-9.00,9.116296875000002,17610.0
94,95,22,茄子,智慧大棚,第二季,7207.748328671682,3208.9365000000007,6.00-7.20,8.022341250000002,44880.0
95,96,23,菠菜 ,智慧大棚,第二季,2832.139950503068,3646.51875,5.80-8.00,8.386993125000004,17700.0
96,97,24,青椒,智慧大棚,第二季,2582.8619069299302,2674.11375,5.80-7.80,8.2654425,16160.0
97,98,25,菜花,智慧大棚,第二季,3585.1530729684564,4011.170625,6.00-7.20,8.022341250000002,20460.0
98,99,26,包菜,智慧大棚,第二季,4000.3723687847223,4679.6990625,6.60-9.00,9.48094875,28130.0
99,100,27,油麦菜,智慧大棚,第二季,4635.055719218613,2674.11375,4.80-7.20,7.293037500000002,24800.0
100,101,28,小青菜,智慧大棚,第二季,3685.942286377612,2674.11375,6.00-7.80,8.386993125000004,22640.0
101,102,29,黄瓜,智慧大棚,第二季,13564.832589056134,4679.6990625,7.20-9.60,10.2102525,109550.0
102,103,30,生菜 ,智慧大棚,第二季,4822.606747277093,2674.11375,5.40-7.20,7.657689375000002,26150.000000000004
103,104,31,辣椒,智慧大棚,第二季,1606.649033988508,1580.158125,7.20-10.20,10.574904375,14359.999999999998
104,105,32,空心菜,智慧大棚,第二季,11170.889016808662,6685.284375,3.60-7.20,6.563733750000001,53900.00000000001
105,106,33,黄心菜,智慧大棚,第二季,5248.831981781031,3342.6421875,4.80-6.00,6.563733750000001,26410.000000000004
106,107,34,芹菜,智慧大棚,第二季,5965.829089923361,1458.6075,3.80-5.80,5.834430000000002,27600.0
107,65,17,豇豆,智慧大棚,第一季,4068.4198092288484,2917.215,7.00-9.00,9.72405,26400.0
108,66,18,刀豆,智慧大棚,第一季,2415.589645438269,1458.6075,5.50-8.00,8.2046671875,15000.0
109,67,19,芸豆,智慧大棚,第一季,3325.6095417524066,2917.215,5.00-8.00,7.9007906250000035,21000.0
110,68,20,土豆,智慧大棚,第一季,2256.5830558804873,2917.215,3.00-4.50,4.558148437500002,6600.0
111,69,21,西红柿,智慧大棚,第一季,2620.7620537491016,2917.215,5.00-7.50,7.596914062500002,16350.0
112,70,22,茄子,智慧大棚,第一季,7931.039778484009,2917.215,5.00-6.00,6.685284375000002,41600.0
113,71,23,菠菜 ,智慧大棚,第一季,3278.7041032632105,3281.866875,4.80-6.70,6.9891609375,16275.0
114,72,24,青椒,智慧大棚,第一季,2710.5173853106785,2431.0125000000007,4.00-6.50,6.381407812500003,13750.0
115,73,25,菜花,智慧大棚,第一季,3801.518485402877,3646.51875,5.00-6.00,6.685284375000002,19000.0
116,74,26,包菜,智慧大棚,第一季,4405.333670438647,4254.271875,5.50-7.50,7.9007906250000035,25750.0
117,75,27,油麦菜,智慧大棚,第一季,5271.555958200713,2431.0125000000007,4.00-6.00,6.077531250000002,23000.0
118,76,28,小青菜,智慧大棚,第一季,3962.2469843657,2431.0125000000007,5.00-6.50,6.9891609375,21000.0
119,77,29,黄瓜,智慧大棚,第一季,14983.873927030403,4254.271875,6.00-8.00,8.50854375,101500.0
120,78,30,生菜 ,智慧大棚,第一季,4991.2908610913,2431.0125000000007,4.50-6.00,6.381407812500003,24250.0
121,79,31,辣椒,智慧大棚,第一季,1973.977561095049,1458.6075,6.00-8.50,8.812420312500002,13300.0
122,80,32,空心菜,智慧大棚,第一季,13623.081133622212,6077.53125,3.00-6.00,5.469778125000002,49000.0
123,81,33,黄心菜,智慧大棚,第一季,4918.4194953543265,3038.765625,4.00-5.00,5.469778125000002,24500.0
124,82,34,芹菜,智慧大棚,第一季,6724.4892098439,1337.056875,3.20-4.80,4.862025000000001,25300.0
