地块名,黄豆,黑豆,红豆,绿豆,爬豆,小麦,玉米,谷子,高粱,黍子,荞麦,南瓜,红薯,莜麦,大麦,水稻,豇豆,刀豆,芸豆,土豆,西红柿,茄子,菠菜 ,青椒,菜花,包菜,油麦菜,小青菜,黄瓜,生菜 ,辣椒,空心菜,黄心菜,芹菜,大白菜,白萝卜,红萝卜,榆黄菇,香菇,白灵菇,羊肚菌,季度,地块类型,地块面积/亩,没有种植豆类年数
B6,536.03825625,536.03825625,469.0334742187501,469.0334742187501,469.0334742187501,603.0430382812501,670.0478203125002,482.434430625,536.03825625,482.434430625,469.0334742187501,1340.0956406250002,2680.191281250001,536.03825625,469.0334742187501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,梯田,86.0,0
B7,536.03825625,536.03825625,469.0334742187501,469.0334742187501,469.0334742187501,603.0430382812501,670.0478203125002,482.434430625,536.03825625,482.434430625,469.0334742187501,1340.0956406250002,2680.191281250001,536.03825625,469.0334742187501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,梯田,55.0,0
B8,536.03825625,536.03825625,469.0334742187501,469.0334742187501,469.0334742187501,603.0430382812501,670.0478203125002,482.434430625,536.03825625,482.434430625,469.0334742187501,1340.0956406250002,2680.191281250001,536.03825625,469.0334742187501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,梯田,44.0,0
B9,536.03825625,536.03825625,469.0334742187501,469.0334742187501,469.0334742187501,603.0430382812501,670.0478203125002,482.434430625,536.03825625,482.434430625,469.0334742187501,1340.0956406250002,2680.191281250001,536.03825625,469.0334742187501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,梯田,50.0,0
B10,536.03825625,536.03825625,469.0334742187501,469.0334742187501,469.0334742187501,603.0430382812501,670.0478203125002,482.434430625,536.03825625,482.434430625,469.0334742187501,1340.0956406250002,2680.191281250001,536.03825625,469.0334742187501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,梯田,25.0,0
B11,536.03825625,536.03825625,469.0334742187501,469.0334742187501,469.0334742187501,603.0430382812501,670.0478203125002,482.434430625,536.03825625,482.434430625,469.0334742187501,1340.0956406250002,2680.191281250001,536.03825625,469.0334742187501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,梯田,60.0,0
B12,536.03825625,536.03825625,469.0334742187501,469.0334742187501,469.0334742187501,603.0430382812501,670.0478203125002,482.434430625,536.03825625,482.434430625,469.0334742187501,1340.0956406250002,2680.191281250001,536.03825625,469.0334742187501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,梯田,45.0,0
B13,536.03825625,536.03825625,469.0334742187501,469.0334742187501,469.0334742187501,603.0430382812501,670.0478203125002,482.434430625,536.03825625,482.434430625,469.0334742187501,1340.0956406250002,2680.191281250001,536.03825625,469.0334742187501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,梯田,35.0,0
B14,536.03825625,536.03825625,469.0334742187501,469.0334742187501,469.0334742187501,603.0430382812501,670.0478203125002,482.434430625,536.03825625,482.434430625,469.0334742187501,1340.0956406250002,2680.191281250001,536.03825625,469.0334742187501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,梯田,20.0,0
C1,536.03825625,536.03825625,469.0334742187501,469.0334742187501,469.0334742187501,603.0430382812501,670.0478203125002,482.434430625,536.03825625,482.434430625,469.0334742187501,1340.0956406250002,2680.191281250001,536.03825625,469.0334742187501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,山坡地,15.0,0
C2,536.03825625,536.03825625,469.0334742187501,469.0334742187501,469.0334742187501,603.0430382812501,670.0478203125002,482.434430625,536.03825625,482.434430625,469.0334742187501,1340.0956406250002,2680.191281250001,536.03825625,469.0334742187501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,山坡地,13.0,0
C3,536.03825625,536.03825625,469.0334742187501,469.0334742187501,469.0334742187501,603.0430382812501,670.0478203125002,482.434430625,536.03825625,482.434430625,469.0334742187501,1340.0956406250002,2680.191281250001,536.03825625,469.0334742187501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,山坡地,15.0,0
C4,536.03825625,536.03825625,469.0334742187501,469.0334742187501,469.0334742187501,603.0430382812501,670.0478203125002,482.434430625,536.03825625,482.434430625,469.0334742187501,1340.0956406250002,2680.191281250001,536.03825625,469.0334742187501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,山坡地,18.0,0
C5,536.03825625,536.03825625,469.0334742187501,469.0334742187501,469.0334742187501,603.0430382812501,670.0478203125002,482.434430625,536.03825625,482.434430625,469.0334742187501,1340.0956406250002,2680.191281250001,536.03825625,469.0334742187501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,山坡地,27.0,0
C6,536.03825625,536.03825625,469.0334742187501,469.0334742187501,469.0334742187501,603.0430382812501,670.0478203125002,482.434430625,536.03825625,482.434430625,469.0334742187501,1340.0956406250002,2680.191281250001,536.03825625,469.0334742187501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,山坡地,20.0,0
D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.2650356250003,2680.191281250001,1340.0956406250002,2680.191281250001,2680.191281250001,2680.191281250001,2680.191281250001,3082.2199734375013,2144.153025,3216.2295375000012,3886.277357812501,2144.153025,2144.153025,3886.277357812501,2144.153025,1340.0956406250002,5494.392126562501,2680.191281250001,1206.0860765625002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,水浇地,15.0,0
D2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.2650356250003,2680.191281250001,1340.0956406250002,2680.191281250001,2680.191281250001,2680.191281250001,2680.191281250001,3082.2199734375013,2144.153025,3216.2295375000012,3886.277357812501,2144.153025,2144.153025,3886.277357812501,2144.153025,1340.0956406250002,5494.392126562501,2680.191281250001,1206.0860765625002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,水浇地,10.0,0
D3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.2650356250003,2680.191281250001,1340.0956406250002,2680.191281250001,2680.191281250001,2680.191281250001,2680.191281250001,3082.2199734375013,2144.153025,3216.2295375000012,3886.277357812501,2144.153025,2144.153025,3886.277357812501,2144.153025,1340.0956406250002,5494.392126562501,2680.191281250001,1206.0860765625002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,水浇地,14.0,0
D4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.2650356250003,2680.191281250001,1340.0956406250002,2680.191281250001,2680.191281250001,2680.191281250001,2680.191281250001,3082.2199734375013,2144.153025,3216.2295375000012,3886.277357812501,2144.153025,2144.153025,3886.277357812501,2144.153025,1340.0956406250002,5494.392126562501,2680.191281250001,1206.0860765625002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,水浇地,6.0,0
D5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.2650356250003,2680.191281250001,1340.0956406250002,2680.191281250001,2680.191281250001,2680.191281250001,2680.191281250001,3082.2199734375013,2144.153025,3216.2295375000012,3886.277357812501,2144.153025,2144.153025,3886.277357812501,2144.153025,1340.0956406250002,5494.392126562501,2680.191281250001,1206.0860765625002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,水浇地,10.0,0
D6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.2650356250003,2680.191281250001,1340.0956406250002,2680.191281250001,2680.191281250001,2680.191281250001,2680.191281250001,3082.2199734375013,2144.153025,3216.2295375000012,3886.277357812501,2144.153025,2144.153025,3886.277357812501,2144.153025,1340.0956406250002,5494.392126562501,2680.191281250001,1206.0860765625002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,水浇地,12.0,0
D7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.2650356250003,2680.191281250001,1340.0956406250002,2680.191281250001,2680.191281250001,2680.191281250001,2680.191281250001,3082.2199734375013,2144.153025,3216.2295375000012,3886.277357812501,2144.153025,2144.153025,3886.277357812501,2144.153025,1340.0956406250002,5494.392126562501,2680.191281250001,1206.0860765625002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,水浇地,22.0,0
D8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.2650356250003,2680.191281250001,1340.0956406250002,2680.191281250001,2680.191281250001,2680.191281250001,2680.191281250001,3082.2199734375013,2144.153025,3216.2295375000012,3886.277357812501,2144.153025,2144.153025,3886.277357812501,2144.153025,1340.0956406250002,5494.392126562501,2680.191281250001,1206.0860765625002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,水浇地,20.0,0
E1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.2295375000012,1608.1147687500006,3216.2295375000012,3216.2295375000012,3216.2295375000012,3216.2295375000012,3618.258229687501,2680.191281250001,4020.286921875,4690.334742187501,2680.191281250001,2680.191281250001,4690.334742187501,2680.191281250001,1608.1147687500006,6700.478203125002,3350.239101562501,1474.1052046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.2295375000012,1608.1147687500006,3216.2295375000012,3216.2295375000012,3216.2295375000012,3216.2295375000012,3618.258229687501,2680.191281250001,4020.286921875,4690.334742187501,2680.191281250001,2680.191281250001,4690.334742187501,2680.191281250001,1608.1147687500006,6700.478203125002,3350.239101562501,1474.1052046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.2295375000012,1608.1147687500006,3216.2295375000012,3216.2295375000012,3216.2295375000012,3216.2295375000012,3618.258229687501,2680.191281250001,4020.286921875,4690.334742187501,2680.191281250001,2680.191281250001,4690.334742187501,2680.191281250001,1608.1147687500006,6700.478203125002,3350.239101562501,1474.1052046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.2295375000012,1608.1147687500006,3216.2295375000012,3216.2295375000012,3216.2295375000012,3216.2295375000012,3618.258229687501,2680.191281250001,4020.286921875,4690.334742187501,2680.191281250001,2680.191281250001,4690.334742187501,2680.191281250001,1608.1147687500006,6700.478203125002,3350.239101562501,1474.1052046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.2295375000012,1608.1147687500006,3216.2295375000012,3216.2295375000012,3216.2295375000012,3216.2295375000012,3618.258229687501,2680.191281250001,4020.286921875,4690.334742187501,2680.191281250001,2680.191281250001,4690.334742187501,2680.191281250001,1608.1147687500006,6700.478203125002,3350.239101562501,1474.1052046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.2295375000012,1608.1147687500006,3216.2295375000012,3216.2295375000012,3216.2295375000012,3216.2295375000012,3618.258229687501,2680.191281250001,4020.286921875,4690.334742187501,2680.191281250001,2680.191281250001,4690.334742187501,2680.191281250001,1608.1147687500006,6700.478203125002,3350.239101562501,1474.1052046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.2295375000012,1608.1147687500006,3216.2295375000012,3216.2295375000012,3216.2295375000012,3216.2295375000012,3618.258229687501,2680.191281250001,4020.286921875,4690.334742187501,2680.191281250001,2680.191281250001,4690.334742187501,2680.191281250001,1608.1147687500006,6700.478203125002,3350.239101562501,1474.1052046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.2295375000012,1608.1147687500006,3216.2295375000012,3216.2295375000012,3216.2295375000012,3216.2295375000012,3618.258229687501,2680.191281250001,4020.286921875,4690.334742187501,2680.191281250001,2680.191281250001,4690.334742187501,2680.191281250001,1608.1147687500006,6700.478203125002,3350.239101562501,1474.1052046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.2295375000012,1608.1147687500006,3216.2295375000012,3216.2295375000012,3216.2295375000012,3216.2295375000012,3618.258229687501,2680.191281250001,4020.286921875,4690.334742187501,2680.191281250001,2680.191281250001,4690.334742187501,2680.191281250001,1608.1147687500006,6700.478203125002,3350.239101562501,1474.1052046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.2295375000012,1608.1147687500006,3216.2295375000012,3216.2295375000012,3216.2295375000012,3216.2295375000012,3618.258229687501,2680.191281250001,4020.286921875,4690.334742187501,2680.191281250001,2680.191281250001,4690.334742187501,2680.191281250001,1608.1147687500006,6700.478203125002,3350.239101562501,1474.1052046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.2295375000012,1608.1147687500006,3216.2295375000012,3216.2295375000012,3216.2295375000012,3216.2295375000012,3618.258229687501,2680.191281250001,4020.286921875,4690.334742187501,2680.191281250001,2680.191281250001,4690.334742187501,2680.191281250001,1608.1147687500006,6700.478203125002,3350.239101562501,1474.1052046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.2295375000012,1608.1147687500006,3216.2295375000012,3216.2295375000012,3216.2295375000012,3216.2295375000012,3618.258229687501,2680.191281250001,4020.286921875,4690.334742187501,2680.191281250001,2680.191281250001,4690.334742187501,2680.191281250001,1608.1147687500006,6700.478203125002,3350.239101562501,1474.1052046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.2295375000012,1608.1147687500006,3216.2295375000012,3216.2295375000012,3216.2295375000012,3216.2295375000012,3618.258229687501,2680.191281250001,4020.286921875,4690.334742187501,2680.191281250001,2680.191281250001,4690.334742187501,2680.191281250001,1608.1147687500006,6700.478203125002,3350.239101562501,1474.1052046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.2295375000012,1608.1147687500006,3216.2295375000012,3216.2295375000012,3216.2295375000012,3216.2295375000012,3618.258229687501,2680.191281250001,4020.286921875,4690.334742187501,2680.191281250001,2680.191281250001,4690.334742187501,2680.191281250001,1608.1147687500006,6700.478203125002,3350.239101562501,1474.1052046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.2295375000012,1608.1147687500006,3216.2295375000012,3216.2295375000012,3216.2295375000012,3216.2295375000012,3618.258229687501,2680.191281250001,4020.286921875,4690.334742187501,2680.191281250001,2680.191281250001,4690.334742187501,2680.191281250001,1608.1147687500006,6700.478203125002,3350.239101562501,1474.1052046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
E16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.2295375000012,1608.1147687500006,3216.2295375000012,3216.2295375000012,3216.2295375000012,3216.2295375000012,3618.258229687501,2680.191281250001,4020.286921875,4690.334742187501,2680.191281250001,2680.191281250001,4690.334742187501,2680.191281250001,1608.1147687500006,6700.478203125002,3350.239101562501,1474.1052046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,普通大棚 ,0.6,0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.2295375000012,1608.1147687500006,3216.2295375000012,3216.2295375000012,3216.2295375000012,3216.2295375000012,3618.258229687501,2680.191281250001,4020.286921875,4690.334742187501,2680.191281250001,2680.191281250001,4690.334742187501,2680.191281250001,1608.1147687500006,6700.478203125002,3350.239101562501,1474.1052046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,智慧大棚,0.6,0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.2295375000012,1608.1147687500006,3216.2295375000012,3216.2295375000012,3216.2295375000012,3216.2295375000012,3618.258229687501,2680.191281250001,4020.286921875,4690.334742187501,2680.191281250001,2680.191281250001,4690.334742187501,2680.191281250001,1608.1147687500006,6700.478203125002,3350.239101562501,1474.1052046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,智慧大棚,0.6,0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.2295375000012,1608.1147687500006,3216.2295375000012,3216.2295375000012,3216.2295375000012,3216.2295375000012,3618.258229687501,2680.191281250001,4020.286921875,4690.334742187501,2680.191281250001,2680.191281250001,4690.334742187501,2680.191281250001,1608.1147687500006,6700.478203125002,3350.239101562501,1474.1052046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,智慧大棚,0.6,0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.2295375000012,1608.1147687500006,3216.2295375000012,3216.2295375000012,3216.2295375000012,3216.2295375000012,3618.258229687501,2680.191281250001,4020.286921875,4690.334742187501,2680.191281250001,2680.191281250001,4690.334742187501,2680.191281250001,1608.1147687500006,6700.478203125002,3350.239101562501,1474.1052046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,第一季,智慧大棚,0.6,0
D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2680.191281250001,670.0478203125002,670.0478203125002,0.0,0.0,0.0,0.0,第二季,水浇地,15.0,0
